"Status","Year","Ethnicity","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Asian","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Fiscal Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Government (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Housing Regulator","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Serious Fraud Office","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Social Security Scotland","Outside London","35","[c]","33390","29100"
"New entrant CS","2023","Asian","Standards and Testing Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Submarine Delivery Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Teaching Regulation Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","The Insolvency Service","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","The National Archives","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Export Finance","London","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Health Security Agency","London","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Health Security Agency","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Space Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Statistics Authority","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Statistics Authority","Outside London","75","[c]","29820","31060"
"New entrant CS","2023","Asian","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Valuation Office Agency","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Valuation Office Agency","Outside London","35","[c]","24550","22520"
"New entrant CS","2023","Asian","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Water Services Regulation Authority","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Water Services Regulation Authority","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Welsh Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Welsh Government (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Welsh Revenue Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Active Travel England","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Animal and Plant Health Agency","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Building Digital UK","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Building Digital UK","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Cabinet Office (excl. agencies)","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Cabinet Office (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Central Civil Service Fast Stream","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Central Civil Service Fast Stream","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Companies House","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Companies House","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Competition and Markets Authority","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Criminal Injuries Compensation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Crown Prosecution Service","London","30","[c]","[c]","[c]"
"New entrant CS","2023","Black","Crown Prosecution Service","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","Black","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Defence Equipment and Support","Outside London","30","[c]","32080","32500"
"New entrant CS","2023","Black","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Defence Science and Technology Laboratory","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Digital, Culture, Media and Sport (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Education (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Education (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","London","20","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for International Trade","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for International Trade","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Work and Pensions (excl. agencies)","London","30","[c]","37330","39150"
"New entrant CS","2023","Black","Department for Work and Pensions (excl. agencies)","Outside London","120","[c]","26790","25610"
"New entrant CS","2023","Black","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department of Health and Social Care (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Driver and Vehicle Licensing Agency","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","Black","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Driver and Vehicle Standards Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Estyn","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Food Standards Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Government Actuary's Department","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Government Commercial Organisation","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Government Commercial Organisation","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Government Commercial Organisation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Government Legal Department","London","30","[c]","35990","27760"
"New entrant CS","2023","Black","Government Legal Department","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Government Property Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","HM Courts and Tribunals Service","London","40","[c]","27110","25480"
"New entrant CS","2023","Black","HM Courts and Tribunals Service","Outside London","45","[c]","22600","21780"
"New entrant CS","2023","Black","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","HM Prison and Probation Service","London","195","[c]","29960","28400"
"New entrant CS","2023","Black","HM Prison and Probation Service","Outside London","295","[c]","26840","25270"
"New entrant CS","2023","Black","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","HM Revenue and Customs (excl. agencies)","London","55","[c]","35250","31980"
"New entrant CS","2023","Black","HM Revenue and Customs (excl. agencies)","Outside London","195","[c]","28330","22520"
"New entrant CS","2023","Black","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Home Office","London","55","[c]","30730","29750"
"New entrant CS","2023","Black","Home Office","Outside London","55","[c]","24730","22400"
"New entrant CS","2023","Black","Home Office","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
