"Status","Year","Disability","Ethnicity","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared disabled","Undeclared","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Debt","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Debt","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Digital, Data & Technology","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Digital, Data & Technology","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","No function","Female","55","[c]","30050","25880"
"New entrant CS","2023","Declared disabled","Unknown","No function","Male","40","[c]","28570","25750"
"New entrant CS","2023","Declared disabled","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Analysis","Female","45","[c]","32230","31270"
"New entrant CS","2023","Declared disabled","White","Analysis","Male","40","[c]","33170","31560"
"New entrant CS","2023","Declared disabled","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Commercial","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Commercial","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Communications","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Communications","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Counter Fraud","Female","35","[c]","29720","27650"
"New entrant CS","2023","Declared disabled","White","Counter Fraud","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Debt","Female","45","[c]","22210","21690"
"New entrant CS","2023","Declared disabled","White","Debt","Male","45","[c]","22020","21690"
"New entrant CS","2023","Declared disabled","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Digital, Data & Technology","Female","90","[c]","36650","34290"
"New entrant CS","2023","Declared disabled","White","Digital, Data & Technology","Male","95","[c]","38000","34170"
"New entrant CS","2023","Declared disabled","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Finance","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Finance","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Grants Management","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Grants Management","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Human Resources","Female","55","[c]","31800","30160"
"New entrant CS","2023","Declared disabled","White","Human Resources","Male","35","[c]","32300","30320"
"New entrant CS","2023","Declared disabled","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Legal","Female","70","[c]","31930","27760"
"New entrant CS","2023","Declared disabled","White","Legal","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","No function","Female","1080","[c]","26370","23640"
"New entrant CS","2023","Declared disabled","White","No function","Male","670","[c]","27110","24070"
"New entrant CS","2023","Declared disabled","White","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Project Delivery","Female","55","[c]","31470","28840"
"New entrant CS","2023","Declared disabled","White","Project Delivery","Male","45","[c]","32730","30650"
"New entrant CS","2023","Declared disabled","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Property","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Property","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Security","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Security","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","Unknown","Female","170","[c]","30720","29100"
"New entrant CS","2023","Declared disabled","White","Unknown","Male","110","[c]","30150","28840"
"New entrant CS","2023","Declared disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Analysis","Female","30","[c]","30500","30220"
"New entrant CS","2023","Declared non-disabled","Asian","Analysis","Male","55","[c]","35380","31780"
"New entrant CS","2023","Declared non-disabled","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Commercial","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Commercial","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Communications","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Communications","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Counter Fraud","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Counter Fraud","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Debt","Female","165","[c]","22980","22520"
"New entrant CS","2023","Declared non-disabled","Asian","Debt","Male","125","[c]","22940","22520"
"New entrant CS","2023","Declared non-disabled","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Digital, Data & Technology","Female","90","[c]","39900","38420"
"New entrant CS","2023","Declared non-disabled","Asian","Digital, Data & Technology","Male","150","[c]","43340","41250"
"New entrant CS","2023","Declared non-disabled","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Finance","Female","35","[c]","35170","34420"
"New entrant CS","2023","Declared non-disabled","Asian","Finance","Male","35","[c]","30000","25750"
"New entrant CS","2023","Declared non-disabled","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Grants Management","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Grants Management","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Human Resources","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Human Resources","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Internal Audit","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Legal","Female","125","[c]","33670","27760"
"New entrant CS","2023","Declared non-disabled","Asian","Legal","Male","55","[c]","35660","31640"
"New entrant CS","2023","Declared non-disabled","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","No function","Female","665","[c]","26540","23640"
"New entrant CS","2023","Declared non-disabled","Asian","No function","Male","665","[c]","26840","23640"
"New entrant CS","2023","Declared non-disabled","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Project Delivery","Female","45","[c]","34090","32500"
"New entrant CS","2023","Declared non-disabled","Asian","Project Delivery","Male","35","[c]","40080","34050"
"New entrant CS","2023","Declared non-disabled","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Property","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Property","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Security","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Security","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Unknown","Female","50","[c]","31460","28840"
"New entrant CS","2023","Declared non-disabled","Asian","Unknown","Male","30","[c]","34750","28240"
"New entrant CS","2023","Declared non-disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","Analysis","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","Analysis","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","Commercial","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","Commercial","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","Communications","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
