"Status","Year","Ethnicity","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","White","Operational Delivery","London","EO","140","[c]","30900","31060"
"Leaver Dept.","2023","White","Operational Delivery","London","G6/G7","55","[c]","60860","59400"
"Leaver Dept.","2023","White","Operational Delivery","London","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Operational Delivery","London","SEO/HEO","120","[c]","38370","37220"
"Leaver Dept.","2023","White","Operational Delivery","London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Operational Delivery","Outside London","AA/AO","1245","[c]","21750","21690"
"Leaver Dept.","2023","White","Operational Delivery","Outside London","EO","1195","[c]","27610","28090"
"Leaver Dept.","2023","White","Operational Delivery","Outside London","G6/G7","105","[c]","56350","54000"
"Leaver Dept.","2023","White","Operational Delivery","Outside London","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Operational Delivery","Outside London","SEO/HEO","460","[c]","34740","34170"
"Leaver Dept.","2023","White","Operational Delivery","Outside London","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Operational Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Operational Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Operational Delivery","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Operational Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Operational Research","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Operational Research","London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Operational Research","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Operational Research","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Operational Research","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Other","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Other","London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Other","London","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Other","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Other","London","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Other","Outside London","AA/AO","45","[c]","21470","21690"
"Leaver Dept.","2023","White","Other","Outside London","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Other","Outside London","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Other","Outside London","SEO/HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Planning","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Planning","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Planning","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Planning","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Planning","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Policy","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Policy","London","EO","85","[c]","28720","28670"
"Leaver Dept.","2023","White","Policy","London","G6/G7","375","[c]","58270","55380"
"Leaver Dept.","2023","White","Policy","London","SCS level","65","[c]","85000","78840"
"Leaver Dept.","2023","White","Policy","London","SEO/HEO","495","[c]","37740","36650"
"Leaver Dept.","2023","White","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Policy","Outside London","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Policy","Outside London","EO","45","[c]","26950","26950"
"Leaver Dept.","2023","White","Policy","Outside London","G6/G7","80","[c]","55490","52150"
"Leaver Dept.","2023","White","Policy","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Policy","Outside London","SEO/HEO","220","[c]","35980","36340"
"Leaver Dept.","2023","White","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Policy","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Policy","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Policy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Project Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Project Delivery","London","G6/G7","30","[c]","60690","57970"
"Leaver Dept.","2023","White","Project Delivery","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Project Delivery","London","SEO/HEO","45","[c]","38530","39150"
"Leaver Dept.","2023","White","Project Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Project Delivery","Outside London","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Project Delivery","Outside London","G6/G7","50","[c]","55340","53820"
"Leaver Dept.","2023","White","Project Delivery","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Project Delivery","Outside London","SEO/HEO","135","[c]","36670","36840"
"Leaver Dept.","2023","White","Project Delivery","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Project Delivery","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Project Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Project Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Property","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Property","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Property","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Property","Outside London","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Property","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Property","Outside London","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Psychology","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Psychology","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Psychology","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Psychology","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Psychology","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Science and Engineering","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Science and Engineering","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Science and Engineering","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Science and Engineering","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Science and Engineering","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Science and Engineering","Outside London","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Science and Engineering","Outside London","SEO/HEO","35","[c]","37740","39620"
"Leaver Dept.","2023","White","Science and Engineering","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Security","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Security","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Security","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Security","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Security","Outside London","AA/AO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Security","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Security","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Security","Outside London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Security","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Social Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Social Research","London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Social Research","London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Social Research","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Social Research","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Social Research","Outside London","SEO/HEO","35","[c]","36890","35820"
"Leaver Dept.","2023","White","Statistics","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Statistics","London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Statistics","London","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Statistics","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Statistics","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Statistics","Outside London","SEO/HEO","40","[c]","36450","34290"
"Leaver Dept.","2023","White","Statistics","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Tax","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Tax","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Tax","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Tax","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Tax","Outside London","AA/AO","45","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Tax","Outside London","EO","40","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Tax","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Tax","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Tax","Outside London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","London","EO","100","[c]","28120","28370"
"Leaver Dept.","2023","White","Unknown","London","G6/G7","270","[c]","59670","56430"
"Leaver Dept.","2023","White","Unknown","London","SCS level","60","[c]","87570","79940"
"Leaver Dept.","2023","White","Unknown","London","SEO/HEO","290","[c]","37860","36280"
"Leaver Dept.","2023","White","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","Outside London","AA/AO","55","[c]","23440","21780"
"Leaver Dept.","2023","White","Unknown","Outside London","EO","75","[c]","26140","24860"
"Leaver Dept.","2023","White","Unknown","Outside London","G6/G7","85","[c]","56340","53520"
"Leaver Dept.","2023","White","Unknown","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","Outside London","SEO/HEO","195","[c]","36780","34730"
"Leaver Dept.","2023","White","Unknown","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Veterinarian","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Veterinarian","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","London","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","Outside London","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Corporate Finance","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Corporate Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Corporate Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Corporate Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Corporate Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","Outside London","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data and Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data and Technology","London","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data and Technology","London","G6/G7","45","[c]","62670","59750"
"New entrant CS","2023","Asian","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data and Technology","London","SEO/HEO","60","[c]","39580","39110"
"New entrant CS","2023","Asian","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data and Technology","Outside London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data and Technology","Outside London","EO","40","[c]","27110","27650"
"New entrant CS","2023","Asian","Digital, Data and Technology","Outside London","G6/G7","35","[c]","57310","56440"
"New entrant CS","2023","Asian","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data and Technology","Outside London","SEO/HEO","110","[c]","38230","38380"
"New entrant CS","2023","Asian","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data and Technology","Overseas","EO","[c]","[c]","[c]","[c]"
