"Status","Year","Organisation","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Scottish Public Pensions Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Public Pensions Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Public Pensions Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Public Pensions Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Serious Fraud Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Serious Fraud Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Serious Fraud Office","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Serious Fraud Office","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Serious Fraud Office","G6/G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Serious Fraud Office","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Serious Fraud Office","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Serious Fraud Office","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Serious Fraud Office","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Serious Fraud Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Social Security Scotland","AA/AO","Female","485","[c]","22380","22180"
"New entrant CS","2023","Social Security Scotland","AA/AO","Male","305","[c]","22290","22180"
"New entrant CS","2023","Social Security Scotland","EO","Female","455","[c]","29350","29100"
"New entrant CS","2023","Social Security Scotland","EO","Male","255","[c]","29520","29100"
"New entrant CS","2023","Social Security Scotland","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Social Security Scotland","G6/G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Social Security Scotland","SEO/HEO","Female","210","[c]","37310","36280"
"New entrant CS","2023","Social Security Scotland","SEO/HEO","Male","105","[c]","39390","37830"
"New entrant CS","2023","Standards and Testing Agency","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Standards and Testing Agency","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Standards and Testing Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Standards and Testing Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Standards and Testing Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Standards and Testing Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Student Awards Agency for Scotland","AA/AO","Female","35","[c]","22280","22180"
"New entrant CS","2023","Student Awards Agency for Scotland","AA/AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Student Awards Agency for Scotland","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Student Awards Agency for Scotland","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Student Awards Agency for Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Student Awards Agency for Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Student Awards Agency for Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Student Awards Agency for Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Submarine Delivery Agency","Unknown","Female","105","[c]","30200","27470"
"New entrant CS","2023","Submarine Delivery Agency","Unknown","Male","155","[c]","35700","32500"
"New entrant CS","2023","Teaching Regulation Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Teaching Regulation Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Teaching Regulation Agency","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Teaching Regulation Agency","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Teaching Regulation Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Teaching Regulation Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","SEO/HEO","Female","30","[c]","33160","31000"
"New entrant CS","2023","The National Archives","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Transport Scotland","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Transport Scotland","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Transport Scotland","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Transport Scotland","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Transport Scotland","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Transport Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Transport Scotland","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Transport Scotland","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","UK Debt Management Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Debt Management Office","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Debt Management Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Debt Management Office","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","SEO/HEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","AA/AO","Female","100","[c]","22090","20880"
"New entrant CS","2023","UK Health Security Agency","AA/AO","Male","65","[c]","21890","20880"
"New entrant CS","2023","UK Health Security Agency","EO","Female","105","[c]","26180","26880"
"New entrant CS","2023","UK Health Security Agency","EO","Male","50","[c]","25960","25760"
"New entrant CS","2023","UK Health Security Agency","G6/G7","Female","130","[c]","59740","53920"
"New entrant CS","2023","UK Health Security Agency","G6/G7","Male","105","[c]","60100","57330"
"New entrant CS","2023","UK Health Security Agency","SCS level","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","SCS level","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","SEO/HEO","Female","240","[c]","36450","37060"
"New entrant CS","2023","UK Health Security Agency","SEO/HEO","Male","125","[c]","36970","37420"
"New entrant CS","2023","UK Hydrographic Office","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","UK Hydrographic Office","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","UK Hydrographic Office","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","UK Hydrographic Office","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","UK Hydrographic Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Hydrographic Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Hydrographic Office","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","UK Hydrographic Office","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","UK Space Agency","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Space Agency","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Space Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Space Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Space Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Space Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Space Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Space Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","AA/AO","Female","235","[c]","21290","21200"
"New entrant CS","2023","UK Statistics Authority","AA/AO","Male","240","[c]","21510","21200"
"New entrant CS","2023","UK Statistics Authority","EO","Female","75","[c]","25230","24840"
"New entrant CS","2023","UK Statistics Authority","EO","Male","70","[c]","25110","24840"
"New entrant CS","2023","UK Statistics Authority","G6/G7","Female","35","[c]","55280","51730"
"New entrant CS","2023","UK Statistics Authority","G6/G7","Male","50","[c]","54030","51460"
"New entrant CS","2023","UK Statistics Authority","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","SEO/HEO","Female","185","[c]","34000","31560"
"New entrant CS","2023","UK Statistics Authority","SEO/HEO","Male","195","[c]","33990","31560"
"New entrant CS","2023","UK Supreme Court","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","AA/AO","Female","135","[c]","22590","22520"
"New entrant CS","2023","Valuation Office Agency","AA/AO","Male","135","[c]","22950","22520"
"New entrant CS","2023","Valuation Office Agency","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","EO","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","SEO/HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","SEO/HEO","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Vehicle Certification Agency","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Vehicle Certification Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Vehicle Certification Agency","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Vehicle Certification Agency","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Vehicle Certification Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Vehicle Certification Agency","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Veterinary Medicines Directorate","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Veterinary Medicines Directorate","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Veterinary Medicines Directorate","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Veterinary Medicines Directorate","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Veterinary Medicines Directorate","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Veterinary Medicines Directorate","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government (excl. agencies)","AA/AO","Female","60","[c]","22160","22150"
"New entrant CS","2023","Welsh Government (excl. agencies)","AA/AO","Male","45","[c]","22190","22150"
"New entrant CS","2023","Welsh Government (excl. agencies)","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government (excl. agencies)","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government (excl. agencies)","G6/G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government (excl. agencies)","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government (excl. agencies)","SEO/HEO","Female","85","[c]","37900","36590"
"New entrant CS","2023","Welsh Government (excl. agencies)","SEO/HEO","Male","45","[c]","37450","35560"
"New entrant CS","2023","Welsh Revenue Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Revenue Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Wilton Park","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Wilton Park","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Wilton Park","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Wilton Park","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Wilton Park","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Wilton Park","G6/G7","Male","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
