"Status","Year","Ethnicity","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Black","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Statistics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Tax","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Tax","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Tax","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Tax","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Tax","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Tax","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Tax","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Tax","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","London","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","Outside London","Heterosexual / straight","50","[c]","27340","27650"
"New entrant CS","2023","Black","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Veterinarian","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Veterinarian","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Veterinarian","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Veterinarian","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Veterinarian","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Veterinarian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Veterinarian","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Veterinarian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Corporate Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Corporate Finance","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Corporate Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Corporate Finance","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Corporate Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Corporate Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Corporate Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Corporate Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Counter Fraud","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Counter Fraud","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Counter Fraud","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data and Technology","London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data and Technology","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data and Technology","Outside London","Heterosexual / straight","35","[c]","36320","34400"
"New entrant CS","2023","Mixed","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data and Technology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data and Technology","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data and Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data and Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data and Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data and Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Economics","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Economics","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Economics","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Economics","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Economics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Economics","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Economics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Economics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Geography","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Geography","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Geography","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Geography","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Inspector of Education and Training","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Inspector of Education and Training","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Inspector of Education and Training","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Inspector of Education and Training","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Inspector of Education and Training","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Inspector of Education and Training","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Inspector of Education and Training","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Inspector of Education and Training","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intelligence Analysis","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intelligence Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intelligence Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intelligence Analysis","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intelligence Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intelligence Analysis","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intelligence Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intelligence Analysis","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intelligence Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intelligence Analysis","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intelligence Analysis","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
