"Status","Year","Function_of_post","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Revenue Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Revenue Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Royal Fleet Auxiliary","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Royal Fleet Auxiliary","Other","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Forestry","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Forestry","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","Unknown","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","Unknown","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Prison Service","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Prison Service","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Public Pensions Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Public Pensions Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Security Scotland","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Security Scotland","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Student Awards Agency for Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Student Awards Agency for Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","Policy","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","Policy","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Human Resources","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Operational Delivery","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Operational Delivery","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Policy","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Policy","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Revenue Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Revenue Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Active Travel England","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Active Travel England","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Advisory, Conciliation and Arbitration Service","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Advisory, Conciliation and Arbitration Service","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Building Digital UK","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Building Digital UK","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Cabinet Office (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Cabinet Office (excl. agencies)","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Cabinet Office (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Cabinet Office (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Central Civil Service Fast Stream","Statistics","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Central Civil Service Fast Stream","Statistics","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Charity Commission","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Charity Commission","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Charity Commission","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Charity Commission","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Companies House","Statistics","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Companies House","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Competition and Markets Authority","Economics","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Competition and Markets Authority","Economics","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Defence Science and Technology Laboratory","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Defence Science and Technology Laboratory","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Defence Science and Technology Laboratory","Operational Research","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Defence Science and Technology Laboratory","Operational Research","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Defence Science and Technology Laboratory","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Defence Science and Technology Laboratory","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Defence Science and Technology Laboratory","Science and Engineering","Female","50","[c]","28850","27330"
"New entrant CS","2023","Analysis","Defence Science and Technology Laboratory","Science and Engineering","Male","85","[c]","30350","27330"
"New entrant CS","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Education (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Education (excl. agencies)","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Education (excl. agencies)","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Education (excl. agencies)","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Education (excl. agencies)","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Education (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Education (excl. agencies)","Social Research","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Education (excl. agencies)","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Education (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Education (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for International Trade","Economics","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for International Trade","Economics","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for International Trade","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for International Trade","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for International Trade","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for International Trade","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for International Trade","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for International Trade","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for International Trade","Statistics","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for International Trade","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Transport (excl. agencies)","Economics","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Transport (excl. agencies)","Economics","Male","20","[c]","[c]","[c]"
