"Status","Year","Age","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","20-29","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Institute for Apprenticeships and Technical Education","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Institute for Apprenticeships and Technical Education","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Institute for Apprenticeships and Technical Education","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Institute for Apprenticeships and Technical Education","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Institute for Apprenticeships and Technical Education","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Institute for Apprenticeships and Technical Education","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Institute for Apprenticeships and Technical Education","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Institute for Apprenticeships and Technical Education","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Institute for Apprenticeships and Technical Education","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Institute for Apprenticeships and Technical Education","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Intellectual Property Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Intellectual Property Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Intellectual Property Office","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Intellectual Property Office","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Intellectual Property Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Intellectual Property Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Intellectual Property Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Intellectual Property Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Intellectual Property Office","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Intellectual Property Office","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Intellectual Property Office","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Intellectual Property Office","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal Aid Agency","Operational Delivery","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal Aid Agency","Operational Delivery","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Maritime and Coastguard Agency","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Maritime and Coastguard Agency","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Maritime and Coastguard Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Maritime and Coastguard Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Maritime and Coastguard Agency","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Maritime and Coastguard Agency","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Maritime and Coastguard Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Maritime and Coastguard Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Maritime and Coastguard Agency","Medicine","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Maritime and Coastguard Agency","Medicine","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Maritime and Coastguard Agency","Operational Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Maritime and Coastguard Agency","Operational Delivery","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Maritime and Coastguard Agency","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Maritime and Coastguard Agency","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Medicine","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Medicine","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Other","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Met Office","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Met Office","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Met Office","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Met Office","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Met Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Met Office","Digital, Data and Technology","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Met Office","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Met Office","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Met Office","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Met Office","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Met Office","Operational Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Met Office","Operational Delivery","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Met Office","Other","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Met Office","Other","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Met Office","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Met Office","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Met Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Met Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Met Office","Science and Engineering","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Met Office","Science and Engineering","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Commercial","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Commercial","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Communications","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Communications","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Male","40","[c]","30520","27140"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Finance","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Finance","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Human Resources","Female","40","[c]","28720","27080"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Human Resources","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Intelligence Analysis","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Intelligence Analysis","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Medicine","Female","35","[c]","34010","33320"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Medicine","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Operational Delivery","Female","140","[c]","24480","22220"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Operational Delivery","Male","70","[c]","23970","22220"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Other","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Other","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Policy","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Policy","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Project Delivery","Female","30","[c]","32690","33830"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Project Delivery","Male","40","[c]","35650","33830"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Property","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Property","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Science and Engineering","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Science and Engineering","Male","40","[c]","31590","31960"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Security","Female","45","[c]","26960","26560"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Security","Male","180","[c]","26930","26350"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Statistics","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Statistics","Male","30","[c]","31580","32480"
