"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared non-disabled","Medicine","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","AA/AO","Female","4755","[c]","24020","22520"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","AA/AO","Male","4070","[c]","25440","23230"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","EO","Female","745","[c]","27470","27760"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","EO","Male","610","[c]","27660","28120"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","G6/G7","Female","45","[c]","57070","55250"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","G6/G7","Male","60","[c]","57060","54710"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","SEO/HEO","Female","350","[c]","35570","33940"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","SEO/HEO","Male","330","[c]","37050","34520"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","Unknown","Female","1765","[c]","23080","23640"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","Unknown","Male","570","[c]","23630","23640"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","AA/AO","Female","260","[c]","21540","21690"
"New entrant CS","2023","Declared non-disabled","Other","AA/AO","Male","145","[c]","21220","21690"
"New entrant CS","2023","Declared non-disabled","Other","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","EO","Female","40","[c]","27440","27140"
"New entrant CS","2023","Declared non-disabled","Other","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","G6/G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","G6/G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","SEO/HEO","Female","75","[c]","35410","34370"
"New entrant CS","2023","Declared non-disabled","Other","SEO/HEO","Male","65","[c]","36470","35410"
"New entrant CS","2023","Declared non-disabled","Other","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning Inspectors","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning Inspectors","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning Inspectors","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning Inspectors","G6/G7","Female","35","[c]","46690","43740"
"New entrant CS","2023","Declared non-disabled","Planning Inspectors","G6/G7","Male","30","[c]","51560","43740"
"New entrant CS","2023","Declared non-disabled","Planning Inspectors","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning Inspectors","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning Inspectors","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning Inspectors","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","AA/AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","AA/AO","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","EO","Female","120","[c]","27330","27820"
"New entrant CS","2023","Declared non-disabled","Policy","EO","Male","65","[c]","27280","27720"
"New entrant CS","2023","Declared non-disabled","Policy","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","G6/G7","Female","90","[c]","56910","54630"
"New entrant CS","2023","Declared non-disabled","Policy","G6/G7","Male","105","[c]","55690","54440"
"New entrant CS","2023","Declared non-disabled","Policy","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","SEO/HEO","Female","355","[c]","35710","35040"
"New entrant CS","2023","Declared non-disabled","Policy","SEO/HEO","Male","260","[c]","35450","34410"
"New entrant CS","2023","Declared non-disabled","Policy","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","AA/AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","EO","Female","65","[c]","26910","26630"
"New entrant CS","2023","Declared non-disabled","Project Delivery","EO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","G6/G7","Female","60","[c]","55070","52600"
"New entrant CS","2023","Declared non-disabled","Project Delivery","G6/G7","Male","65","[c]","56940","53290"
"New entrant CS","2023","Declared non-disabled","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","SEO/HEO","Female","135","[c]","36480","35040"
"New entrant CS","2023","Declared non-disabled","Project Delivery","SEO/HEO","Male","115","[c]","37200","35410"
"New entrant CS","2023","Declared non-disabled","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Unknown","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","AA/AO","Female","40","[c]","22560","22520"
"New entrant CS","2023","Declared non-disabled","Property","AA/AO","Male","50","[c]","22430","22520"
"New entrant CS","2023","Declared non-disabled","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","EO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","G6/G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","G6/G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","SEO/HEO","Female","45","[c]","36700","34720"
"New entrant CS","2023","Declared non-disabled","Property","SEO/HEO","Male","55","[c]","38370","39150"
"New entrant CS","2023","Declared non-disabled","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Psychology","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Psychology","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Psychology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Psychology","EO","Female","55","[c]","28660","28480"
"New entrant CS","2023","Declared non-disabled","Psychology","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Psychology","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Psychology","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Psychology","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Psychology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Psychology","SEO/HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Psychology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Psychology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Science and Engineering","AA/AO","Female","30","[c]","23680","22490"
"New entrant CS","2023","Declared non-disabled","Science and Engineering","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Science and Engineering","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Science and Engineering","EO","Female","45","[c]","27000","27320"
