"Status","Year","Disability","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Unknown","No function","HM Treasury","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Home Office","London","215","[c]","41180","36180"
"Leaver Dept.","2023","Unknown","No function","Home Office","Outside London","180","[c]","27980","25880"
"Leaver Dept.","2023","Unknown","No function","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Ministry of Defence","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Ministry of Defence","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Ministry of Justice","London","100","[c]","35920","35410"
"Leaver Dept.","2023","Unknown","No function","Ministry of Justice","Outside London","135","[c]","24670","21780"
"Leaver Dept.","2023","Unknown","No function","National Crime Agency","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","National Crime Agency","Outside London","30","[c]","33160","34670"
"Leaver Dept.","2023","Unknown","No function","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Scottish Government","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","UK Statistics Authority","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","UK Statistics Authority","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Cabinet Office","London","40","[c]","31770","32000"
"Leaver Dept.","2023","Unknown","Project Delivery","Cabinet Office","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Cabinet Office","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Department for Business, Energy and Industrial Strategy","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Department for Education","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Department for Education","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","HM Revenue and Customs","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","HM Revenue and Customs","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Home Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Ministry of Defence","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Ministry of Justice","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","UK Statistics Authority","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","HM Revenue and Customs","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","Ministry of Justice","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","Cabinet Office","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","Cabinet Office","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","Home Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","Ministry of Defence","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","Ministry of Justice","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Cabinet Office","London","225","[c]","31730","32000"
"Leaver Dept.","2023","Unknown","Unknown","Cabinet Office","Outside London","55","[c]","31860","32000"
"Leaver Dept.","2023","Unknown","Unknown","Cabinet Office","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Department for Work and Pensions","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Department for Work and Pensions","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Department of Health and Social Care","London","195","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Department of Health and Social Care","Outside London","65","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Department of Health and Social Care","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Foreign, Commonwealth and Development Office","London","160","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Foreign, Commonwealth and Development Office","Outside London","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Foreign, Commonwealth and Development Office","Overseas","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Ministry of Defence","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Ministry of Defence","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Northern Ireland Office","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Northern Ireland Office","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Office of the Secretary of State for Scotland","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Scottish Government","Outside London","40","[c]","46320","40510"
"Leaver Dept.","2023","Unknown","Unknown","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Welsh Government","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Cabinet Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Department for Transport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Estyn","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
