"Status","Year","Age","Disability","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","40-49","Unknown","Department for Transport","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for Transport","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for Work and Pensions","AA/AO","50","[c]","21690","21690"
"New entrant CS","2023","40-49","Unknown","Department for Work and Pensions","EO","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for Work and Pensions","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for Work and Pensions","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department of Health and Social Care","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department of Health and Social Care","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department of Health and Social Care","G6/G7","80","[c]","56770","54090"
"New entrant CS","2023","40-49","Unknown","Department of Health and Social Care","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department of Health and Social Care","SEO/HEO","85","[c]","37640","37710"
"New entrant CS","2023","40-49","Unknown","Food Standards Agency","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Food Standards Agency","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","HM Land Registry","AA/AO","30","[c]","23390","23390"
"New entrant CS","2023","40-49","Unknown","HM Land Registry","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","HM Land Registry","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","HM Revenue and Customs","AA/AO","225","[c]","22720","22520"
"New entrant CS","2023","40-49","Unknown","HM Revenue and Customs","EO","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","HM Revenue and Customs","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","HM Revenue and Customs","SEO/HEO","55","[c]","37130","34400"
"New entrant CS","2023","40-49","Unknown","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Home Office","AA/AO","550","[c]","23220","22400"
"New entrant CS","2023","40-49","Unknown","Home Office","EO","510","[c]","26720","25750"
"New entrant CS","2023","40-49","Unknown","Home Office","G6/G7","30","[c]","62060","60000"
"New entrant CS","2023","40-49","Unknown","Home Office","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Home Office","SEO/HEO","80","[c]","36770","36180"
"New entrant CS","2023","40-49","Unknown","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Ministry of Defence","AA/AO","250","[c]","24610","22220"
"New entrant CS","2023","40-49","Unknown","Ministry of Defence","EO","115","[c]","27930","27080"
"New entrant CS","2023","40-49","Unknown","Ministry of Defence","G6/G7","95","[c]","60620","54680"
"New entrant CS","2023","40-49","Unknown","Ministry of Defence","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Ministry of Defence","SEO/HEO","305","[c]","37710","36940"
"New entrant CS","2023","40-49","Unknown","Ministry of Defence","Unknown","35","[c]","35090","36530"
"New entrant CS","2023","40-49","Unknown","Ministry of Justice","AA/AO","400","[c]","26360","26700"
"New entrant CS","2023","40-49","Unknown","Ministry of Justice","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Ministry of Justice","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Ministry of Justice","SEO/HEO","45","[c]","37140","37320"
"New entrant CS","2023","40-49","Unknown","Ministry of Justice","Unknown","155","[c]","23900","23640"
"New entrant CS","2023","40-49","Unknown","National Crime Agency","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","National Crime Agency","EO","35","[c]","33280","34340"
"New entrant CS","2023","40-49","Unknown","National Crime Agency","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","National Crime Agency","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Scottish Government","AA/AO","175","[c]","23170","22180"
"New entrant CS","2023","40-49","Unknown","Scottish Government","EO","115","[c]","29680","29100"
"New entrant CS","2023","40-49","Unknown","Scottish Government","G6/G7","55","[c]","60720","57360"
"New entrant CS","2023","40-49","Unknown","Scottish Government","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Scottish Government","SEO/HEO","120","[c]","39330","37830"
"New entrant CS","2023","40-49","Unknown","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","UK Statistics Authority","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","UK Statistics Authority","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","UK Statistics Authority","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","UK Statistics Authority","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Welsh Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Attorney General's Departments","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Attorney General's Departments","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Cabinet Office","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for Environment, Food and Rural Affairs","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for Environment, Food and Rural Affairs","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for International Trade","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for Transport","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for Work and Pensions","AA/AO","60","[c]","21810","21690"
"New entrant CS","2023","50-59","Declared disabled","Department for Work and Pensions","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for Work and Pensions","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
