"Status","Year","Disability","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Unknown","Counter Fraud","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","EO","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Debt","AA/AO","Female","355","[c]","22960","22520"
"New entrant CS","2023","Unknown","Debt","AA/AO","Male","245","[c]","22770","22520"
"New entrant CS","2023","Unknown","Debt","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Debt","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Debt","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Debt","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","AA/AO","Female","35","[c]","22340","22220"
"New entrant CS","2023","Unknown","Digital, Data & Technology","AA/AO","Male","50","[c]","22920","22950"
"New entrant CS","2023","Unknown","Digital, Data & Technology","EO","Female","115","[c]","27820","27650"
"New entrant CS","2023","Unknown","Digital, Data & Technology","EO","Male","205","[c]","27940","27650"
"New entrant CS","2023","Unknown","Digital, Data & Technology","G6/G7","Female","60","[c]","56750","55720"
"New entrant CS","2023","Unknown","Digital, Data & Technology","G6/G7","Male","155","[c]","58230","57000"
"New entrant CS","2023","Unknown","Digital, Data & Technology","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","SCS level","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","SEO/HEO","Female","210","[c]","36480","36920"
"New entrant CS","2023","Unknown","Digital, Data & Technology","SEO/HEO","Male","420","[c]","37440","37270"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","AA/AO","Female","60","[c]","22620","22520"
"New entrant CS","2023","Unknown","Finance","AA/AO","Male","55","[c]","22180","22520"
"New entrant CS","2023","Unknown","Finance","EO","Female","60","[c]","27640","27080"
"New entrant CS","2023","Unknown","Finance","EO","Male","35","[c]","27880","27140"
"New entrant CS","2023","Unknown","Finance","G6/G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","SEO/HEO","Female","55","[c]","36150","35300"
"New entrant CS","2023","Unknown","Finance","SEO/HEO","Male","75","[c]","37480","35990"
"New entrant CS","2023","Unknown","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Grants Management","AA/AO","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Grants Management","AA/AO","Male","35","[c]","22090","22150"
"New entrant CS","2023","Unknown","Grants Management","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Grants Management","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Grants Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Grants Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Grants Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Grants Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","AA/AO","Female","90","[c]","22220","22220"
"New entrant CS","2023","Unknown","Human Resources","AA/AO","Male","40","[c]","22150","22220"
"New entrant CS","2023","Unknown","Human Resources","EO","Female","120","[c]","27080","27140"
"New entrant CS","2023","Unknown","Human Resources","EO","Male","90","[c]","28460","27650"
"New entrant CS","2023","Unknown","Human Resources","G6/G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","SEO/HEO","Female","125","[c]","36920","34540"
"New entrant CS","2023","Unknown","Human Resources","SEO/HEO","Male","80","[c]","37370","35210"
"New entrant CS","2023","Unknown","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Internal Audit","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","AA/AO","Female","75","[c]","21670","21120"
"New entrant CS","2023","Unknown","Legal","AA/AO","Male","35","[c]","21330","20980"
"New entrant CS","2023","Unknown","Legal","EO","Female","55","[c]","28590","27650"
"New entrant CS","2023","Unknown","Legal","EO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","G6/G7","Female","60","[c]","55710","54100"
"New entrant CS","2023","Unknown","Legal","G6/G7","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","SEO/HEO","Female","45","[c]","37560","38760"
"New entrant CS","2023","Unknown","Legal","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","No function","AA/AO","Female","5540","[c]","23530","22400"
"New entrant CS","2023","Unknown","No function","AA/AO","Male","4555","[c]","24160","22500"
"New entrant CS","2023","Unknown","No function","EO","Female","2310","[c]","27580","25880"
"New entrant CS","2023","Unknown","No function","EO","Male","2395","[c]","27760","25880"
"New entrant CS","2023","Unknown","No function","G6/G7","Female","270","[c]","61270","56430"
"New entrant CS","2023","Unknown","No function","G6/G7","Male","260","[c]","60250","56250"
"New entrant CS","2023","Unknown","No function","SCS level","Female","40","[c]","107510","95170"
"New entrant CS","2023","Unknown","No function","SCS level","Male","50","[c]","111620","108680"
"New entrant CS","2023","Unknown","No function","SEO/HEO","Female","1125","[c]","36580","35410"
"New entrant CS","2023","Unknown","No function","SEO/HEO","Male","985","[c]","37300","36000"
"New entrant CS","2023","Unknown","No function","Unknown","Female","850","[c]","22750","23640"
"New entrant CS","2023","Unknown","No function","Unknown","Male","310","[c]","23660","23640"
"New entrant CS","2023","Unknown","Project Delivery","AA/AO","Female","45","[c]","21900","22180"
"New entrant CS","2023","Unknown","Project Delivery","AA/AO","Male","50","[c]","21800","21980"
"New entrant CS","2023","Unknown","Project Delivery","EO","Female","90","[c]","26250","25900"
"New entrant CS","2023","Unknown","Project Delivery","EO","Male","50","[c]","26770","27080"
"New entrant CS","2023","Unknown","Project Delivery","G6/G7","Female","65","[c]","56380","54090"
"New entrant CS","2023","Unknown","Project Delivery","G6/G7","Male","75","[c]","56190","54440"
"New entrant CS","2023","Unknown","Project Delivery","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Project Delivery","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Project Delivery","SEO/HEO","Female","225","[c]","34890","33830"
"New entrant CS","2023","Unknown","Project Delivery","SEO/HEO","Male","225","[c]","35830","35000"
"New entrant CS","2023","Unknown","Project Delivery","Unknown","Female","50","[c]","26310","21750"
"New entrant CS","2023","Unknown","Project Delivery","Unknown","Male","70","[c]","34420","32500"
"New entrant CS","2023","Unknown","Property","AA/AO","Female","95","[c]","21990","22520"
"New entrant CS","2023","Unknown","Property","AA/AO","Male","120","[c]","22880","22520"
"New entrant CS","2023","Unknown","Property","EO","Female","30","[c]","27350","27080"
"New entrant CS","2023","Unknown","Property","EO","Male","35","[c]","27240","27080"
"New entrant CS","2023","Unknown","Property","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Property","G6/G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Property","SEO/HEO","Female","50","[c]","36080","33830"
"New entrant CS","2023","Unknown","Property","SEO/HEO","Male","100","[c]","36510","34400"
"New entrant CS","2023","Unknown","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Security","AA/AO","Female","100","[c]","25990","25350"
"New entrant CS","2023","Unknown","Security","AA/AO","Male","450","[c]","28020","27500"
"New entrant CS","2023","Unknown","Security","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Security","EO","Male","60","[c]","27150","27080"
"New entrant CS","2023","Unknown","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Security","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Security","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Security","SEO/HEO","Male","30","[c]","41940","40450"
"New entrant CS","2023","Unknown","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","AA/AO","Female","610","[c]","22670","22180"
"New entrant CS","2023","Unknown","Unknown","AA/AO","Male","435","[c]","22860","22180"
"New entrant CS","2023","Unknown","Unknown","EO","Female","380","[c]","29040","29100"
"New entrant CS","2023","Unknown","Unknown","EO","Male","270","[c]","28640","29100"
"New entrant CS","2023","Unknown","Unknown","G6/G7","Female","115","[c]","57600","52360"
"New entrant CS","2023","Unknown","Unknown","G6/G7","Male","130","[c]","57640","53440"
"New entrant CS","2023","Unknown","Unknown","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","SEO/HEO","Female","510","[c]","34820","33520"
"New entrant CS","2023","Unknown","Unknown","SEO/HEO","Male","435","[c]","34690","33520"
"New entrant CS","2023","Unknown","Unknown","Unknown","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Unknown","Male","130","[c]","22480","17160"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","","",""
"Version","Generated on 2023-07-28, with GIT d545f65.","","","","","","","",""
"Data column","Description","","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","","",""
"","Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","","",""
"Sex","Self reported sex.","","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","","",""
"Disability","Self reported disability.","","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
