"Status","Year","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Office of Gas and Electricity Markets","Unknown","London","50","[c]","39860","33400"
"New entrant CS","2023","Office of Gas and Electricity Markets","Unknown","Outside London","40","[c]","33050","26250"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Communications","Outside London","15","[c]","32110","25000"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Outside London","15","[c]","33050","33140"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Operational Delivery","Outside London","30","[c]","39200","33660"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Operational Research","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Operational Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","Unknown","Outside London","15","[c]","45550","52360"
"New entrant CS","2023","Office of the Secretary of State for Wales","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","Policy","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","Commercial","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","Communications","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","Digital, Data and Technology","Outside London","20","[c]","39160","34000"
"New entrant CS","2023","Scottish Government","Finance","Outside London","25","[c]","32850","27730"
"New entrant CS","2023","Scottish Government","Human Resources","Outside London","35","[c]","34950","28700"
"New entrant CS","2023","Scottish Government","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","Legal","Outside London","40","[c]","50560","52360"
"New entrant CS","2023","Scottish Government","Operational Delivery","Outside London","680","[c]","25490","24710"
"New entrant CS","2023","Scottish Government","Other","Outside London","70","[c]","27430","22920"
"New entrant CS","2023","Scottish Government","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","Property","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","Psychology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","Unknown","Outside London","3130","[c]","31930","29100"
"New entrant CS","2023","Scottish Government","Unknown","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","Commercial","London","5","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","Digital, Data and Technology","London","25","[c]","41100","36370"
"New entrant CS","2023","The National Archives","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","Knowledge and Information Management","London","20","[c]","27410","25500"
"New entrant CS","2023","The National Archives","Operational Delivery","London","35","[c]","26930","23460"
"New entrant CS","2023","The National Archives","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","Other","London","10","[c]","33550","31500"
"New entrant CS","2023","The National Archives","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","Digital, Data and Technology","London","15","[c]","57530","52230"
"New entrant CS","2023","UK Export Finance","Finance","London","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","Legal","London","10","[c]","54820","46730"
"New entrant CS","2023","UK Export Finance","Operational Delivery","London","50","[c]","47810","42000"
"New entrant CS","2023","UK Export Finance","Policy","London","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Communications","Outside London","15","[c]","33530","31060"
"New entrant CS","2023","UK Statistics Authority","Digital, Data and Technology","London","30","[c]","43130","39840"
"New entrant CS","2023","UK Statistics Authority","Digital, Data and Technology","Outside London","165","[c]","34720","31060"
"New entrant CS","2023","UK Statistics Authority","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Economics","Outside London","65","[c]","25760","24840"
"New entrant CS","2023","UK Statistics Authority","Finance","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Geography","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Human Resources","Outside London","40","[c]","31330","31060"
"New entrant CS","2023","UK Statistics Authority","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Operational Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Operational Delivery","Outside London","550","[c]","24530","21200"
"New entrant CS","2023","UK Statistics Authority","Operational Research","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Policy","Outside London","20","[c]","30970","27950"
"New entrant CS","2023","UK Statistics Authority","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Project Delivery","Outside London","40","[c]","39120","37690"
"New entrant CS","2023","UK Statistics Authority","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Security","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Social Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Social Research","Outside London","65","[c]","32830","31560"
"New entrant CS","2023","UK Statistics Authority","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Statistics","Outside London","60","[c]","35130","31560"
"New entrant CS","2023","UK Supreme Court","Communications","London","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","Legal","London","10","[c]","37230","37230"
"New entrant CS","2023","UK Supreme Court","Operational Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
