"Status","Year","Disability","Ethnicity","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Unknown","Other ethnicity","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Digital, Data & Technology","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Human Resources","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","No function","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","No function","Undeclared","40","[c]","35340","31960"
"New entrant CS","2023","Unknown","Undeclared","No function","Unknown","30","[c]","46440","39270"
"New entrant CS","2023","Unknown","Undeclared","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Project Delivery","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Unknown","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Analysis","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Analysis","Unknown","265","[c]","32500","31560"
"New entrant CS","2023","Unknown","Unknown","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Commercial","Unknown","140","[c]","32740","28840"
"New entrant CS","2023","Unknown","Unknown","Communications","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Communications","Unknown","130","[c]","37450","35410"
"New entrant CS","2023","Unknown","Unknown","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Counter Fraud","Unknown","90","[c]","29560","27890"
"New entrant CS","2023","Unknown","Unknown","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Debt","Unknown","535","[c]","22890","22520"
"New entrant CS","2023","Unknown","Unknown","Digital, Data & Technology","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Digital, Data & Technology","Unknown","775","[c]","39690","35700"
"New entrant CS","2023","Unknown","Unknown","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Finance","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Finance","Unknown","185","[c]","30250","27080"
"New entrant CS","2023","Unknown","Unknown","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Grants Management","Unknown","65","[c]","22880","22150"
"New entrant CS","2023","Unknown","Unknown","Human Resources","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Human Resources","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Human Resources","Unknown","305","[c]","32130","28080"
"New entrant CS","2023","Unknown","Unknown","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Legal","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Legal","Unknown","125","[c]","38180","31270"
"New entrant CS","2023","Unknown","Unknown","No function","Heterosexual / straight","190","[c]","27780","25710"
"New entrant CS","2023","Unknown","Unknown","No function","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","No function","Undeclared","125","[c]","36330","34190"
"New entrant CS","2023","Unknown","Unknown","No function","Unknown","14200","[c]","26940","25480"
"New entrant CS","2023","Unknown","Unknown","Project Delivery","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Project Delivery","Unknown","310","[c]","35120","33830"
"New entrant CS","2023","Unknown","Unknown","Property","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Property","Unknown","315","[c]","28900","22920"
"New entrant CS","2023","Unknown","Unknown","Security","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Security","Unknown","445","[c]","29650","27350"
"New entrant CS","2023","Unknown","Unknown","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Unknown","Unknown","2395","[c]","30700","29100"
"New entrant CS","2023","Unknown","White","Analysis","Heterosexual / straight","170","[c]","33730","31560"
"New entrant CS","2023","Unknown","White","Analysis","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Analysis","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Analysis","Unknown","65","[c]","28510","28840"
"New entrant CS","2023","Unknown","White","Commercial","Heterosexual / straight","110","[c]","33240","32500"
"New entrant CS","2023","Unknown","White","Commercial","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Commercial","Unknown","40","[c]","32180","28840"
"New entrant CS","2023","Unknown","White","Communications","Heterosexual / straight","70","[c]","40290","37870"
"New entrant CS","2023","Unknown","White","Communications","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Communications","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Communications","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Counter Fraud","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Debt","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Debt","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Digital, Data & Technology","Heterosexual / straight","210","[c]","38150","33990"
"New entrant CS","2023","Unknown","White","Digital, Data & Technology","LGBO","30","[c]","34950","31750"
"New entrant CS","2023","Unknown","White","Digital, Data & Technology","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Digital, Data & Technology","Unknown","80","[c]","35410","28840"
"New entrant CS","2023","Unknown","White","Finance","Heterosexual / straight","75","[c]","32830","28380"
"New entrant CS","2023","Unknown","White","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Finance","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Human Resources","Heterosexual / straight","160","[c]","33110","30140"
"New entrant CS","2023","Unknown","White","Human Resources","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Human Resources","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Human Resources","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Internal Audit","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Legal","Heterosexual / straight","110","[c]","35370","29950"
"New entrant CS","2023","Unknown","White","Legal","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Legal","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","No function","Heterosexual / straight","2410","[c]","30660","25880"
"New entrant CS","2023","Unknown","White","No function","LGBO","270","[c]","28980","25880"
"New entrant CS","2023","Unknown","White","No function","Undeclared","125","[c]","30490","25900"
"New entrant CS","2023","Unknown","White","No function","Unknown","435","[c]","29020","25750"
"New entrant CS","2023","Unknown","White","Project Delivery","Heterosexual / straight","340","[c]","38470","33990"
"New entrant CS","2023","Unknown","White","Project Delivery","LGBO","40","[c]","34050","32500"
"New entrant CS","2023","Unknown","White","Project Delivery","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Project Delivery","Unknown","120","[c]","31900","28840"
"New entrant CS","2023","Unknown","White","Property","Heterosexual / straight","90","[c]","35140","33830"
"New entrant CS","2023","Unknown","White","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Property","Unknown","35","[c]","30420","27140"
"New entrant CS","2023","Unknown","White","Security","Heterosexual / straight","180","[c]","28810","27500"
