"Status","Year","Organisation","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Central Civil Service Fast Stream","Science and Engineering","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Science and Engineering","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Science and Engineering","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Statistics","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Statistics","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Statistics","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Unknown","London","Female","110","[c]","28830","28840"
"New entrant CS","2023","Central Civil Service Fast Stream","Unknown","London","Male","60","[c]","28840","28840"
"New entrant CS","2023","Central Civil Service Fast Stream","Unknown","Outside London","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Unknown","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Other","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Outside London","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Communications","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Communications","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Communications","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Digital, Data and Technology","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Intelligence Analysis","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Intelligence Analysis","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Legal","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Legal","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Operational Delivery","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Operational Delivery","Outside London","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Operational Delivery","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Policy","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Policy","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Communications","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Counter Fraud","Outside London","Female","35","[c]","22820","21380"
"New entrant CS","2023","Companies House","Counter Fraud","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Digital, Data and Technology","Outside London","Female","30","[c]","39930","37350"
"New entrant CS","2023","Companies House","Digital, Data and Technology","Outside London","Male","40","[c]","37870","37350"
"New entrant CS","2023","Companies House","Finance","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Finance","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Human Resources","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Operational Delivery","Outside London","Female","60","[c]","22970","21380"
"New entrant CS","2023","Companies House","Operational Delivery","Outside London","Male","40","[c]","23340","21380"
"New entrant CS","2023","Companies House","Other","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Policy","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Policy","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Project Delivery","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Project Delivery","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Statistics","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Statistics","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Communications","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Communications","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Corporate Finance","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Corporate Finance","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Digital, Data and Technology","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Economics","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Economics","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Economics","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Legal","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Legal","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Policy","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Policy","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Project Delivery","London","Female","35","[c]","42450","34110"
"New entrant CS","2023","Competition and Markets Authority","Project Delivery","London","Male","30","[c]","44860","34110"
"New entrant CS","2023","Competition and Markets Authority","Project Delivery","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","Operational Delivery","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","Operational Delivery","Outside London","Male","20","[c]","[c]","[c]"
